region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
<<<<<<< HEAD
Adygea Republic,2020-04-06,nowcast,1.5,0.7,2.3,1.2,1.8,0.09
Adygea Republic,2020-04-07,nowcast,1.5,0.8,2.3,1.2,1.7,0.1
Adygea Republic,2020-04-08,nowcast,1.5,0.8,2.2,1.2,1.7,0.1
Adygea Republic,2020-04-09,nowcast,1.4,0.7,2.1,1.1,1.6,0.1
Adygea Republic,2020-04-10,nowcast,1.4,0.8,2,1.2,1.6,0.11
Adygea Republic,2020-04-11,nowcast,1.3,0.8,1.9,1.1,1.5,0.14
Adygea Republic,2020-04-12,nowcast,1.2,0.7,1.7,1,1.4,0.2
Adygea Republic,2020-04-13,nowcast,1.2,0.6,1.7,0.9,1.3,0.3
Adygea Republic,2020-04-14,nowcast,1.1,0.6,1.5,0.9,1.3,0.39
Adygea Republic,2020-04-15,nowcast,1,0.5,1.4,0.9,1.2,0.49
Adygea Republic,2020-04-16,nowcast,0.9,0.5,1.4,0.7,1.1,0.59
Adygea Republic,2020-04-17,nowcast,0.9,0.5,1.4,0.8,1.1,0.6
Adygea Republic,2020-04-18,nowcast,0.9,0.5,1.4,0.8,1.1,0.63
Adygea Republic,2020-04-19,nowcast,0.9,0.5,1.4,0.8,1.1,0.61
Adygea Republic,2020-04-20,nowcast,1,0.5,1.5,0.8,1.1,0.56
Adygea Republic,2020-04-21,nowcast,1,0.6,1.5,0.8,1.2,0.48
Adygea Republic,2020-04-22,nowcast,1.1,0.6,1.5,0.8,1.2,0.42
Adygea Republic,2020-04-23,nowcast,1.1,0.7,1.6,0.9,1.2,0.38
Adygea Republic,2020-04-24,nowcast,1.1,0.6,1.6,0.9,1.2,0.35
Adygea Republic,2020-04-25,nowcast,1.1,0.6,1.6,1,1.3,0.31
Adygea Republic,2020-04-26,nowcast,1.2,0.7,1.6,1,1.3,0.28
Adygea Republic,2020-04-27,nowcast,1.2,0.7,1.7,1,1.3,0.24
Adygea Republic,2020-04-28,nowcast,1.2,0.7,1.7,1,1.3,0.19
Adygea Republic,2020-04-29,nowcast,1.3,0.8,1.7,1,1.4,0.15
Adygea Republic,2020-04-30,nowcast,1.3,0.9,1.8,1.1,1.4,0.11
Adygea Republic,2020-05-01,nowcast,1.3,0.9,1.8,1.1,1.4,0.08
Adygea Republic,2020-05-02,nowcast,1.4,0.9,1.8,1.2,1.5,0.06
Adygea Republic,2020-05-03,nowcast,1.4,1,1.8,1.2,1.5,0.04
Adygea Republic,2020-05-04,nowcast,1.4,1,1.8,1.2,1.5,0.04
Adygea Republic,2020-05-05,nowcast,1.4,1.1,1.9,1.2,1.6,0.03
Adygea Republic,2020-05-06,nowcast,1.5,1.1,1.9,1.3,1.6,0.02
